triplet_id,source_query_id,doc_id,pair_type,query_type,negative_type,negative_score,negative_source_doc_id,negative_source_pair_id
l1_de_1905.10674_0017_triplet,l1_de_1905.10674_0017,1905.10674,figure+table,discrepancy_analysis,same_type_hard,0.2574,2103.11320,2103.11320_xl_0131
l1_de_1905.10674_0018_triplet,l1_de_1905.10674_0018,1905.10674,figure+table,causal_explanation,in_doc_swap,0.5833,1905.10674,
l1_de_1905.10674_0018_triplet,l1_de_1905.10674_0018,1905.10674,figure+table,causal_explanation,same_type_hard,0.2107,1602.05352,1602.05352_xl_0006
l1_de_1905.10674_0019_triplet,l1_de_1905.10674_0019,1905.10674,figure+table,discrepancy_analysis,in_doc_swap,0.5833,1905.10674,
l1_de_1905.10674_0019_triplet,l1_de_1905.10674_0019,1905.10674,figure+table,discrepancy_analysis,same_type_hard,0.1587,1707.09457,1707.09457_xl_0028
l1_de_1910.10872_0020_triplet,l1_de_1910.10872_0020,1910.10872,figure+table,discrepancy_analysis,in_doc_swap,0.5606,1910.10872,
l1_de_1910.10872_0020_triplet,l1_de_1910.10872_0020,1910.10872,figure+table,discrepancy_analysis,same_type_hard,0.2384,1409.0575,1409.0575_xl_0005
l1_de_1910.10872_0021_triplet,l1_de_1910.10872_0021,1910.10872,figure+table,causal_explanation,in_doc_swap,0.2,1910.10872,
l1_de_1910.10872_0021_triplet,l1_de_1910.10872_0021,1910.10872,figure+table,causal_explanation,same_type_hard,0.1872,1809.02208,1809.02208_xl_0072
l1_de_1910.10872_0022_triplet,l1_de_1910.10872_0022,1910.10872,figure+table,discrepancy_analysis,in_doc_swap,0.124,1910.10872,
l1_de_1910.10872_0022_triplet,l1_de_1910.10872_0022,1910.10872,figure+table,discrepancy_analysis,same_type_hard,0.2231,1409.0575,1409.0575_xl_0003
l1_de_1910.10872_0023_triplet,l1_de_1910.10872_0023,1910.10872,figure+table,causal_explanation,in_doc_swap,0.1667,1910.10872,
l1_de_1910.10872_0023_triplet,l1_de_1910.10872_0023,1910.10872,figure+table,causal_explanation,same_type_hard,0.2508,1809.02208,1809.02208_xl_0069
l1_de_1910.10872_0024_triplet,l1_de_1910.10872_0024,1910.10872,figure+table,causal_explanation,in_doc_swap,0.1961,1910.10872,
l1_de_1910.10872_0024_triplet,l1_de_1910.10872_0024,1910.10872,figure+table,causal_explanation,same_type_hard,0.2167,1707.09457,1707.09457_xl_0028
l1_de_1910.10872_0025_triplet,l1_de_1910.10872_0025,1910.10872,figure+table,discrepancy_analysis,in_doc_swap,0.2396,1910.10872,
l1_de_1910.10872_0025_triplet,l1_de_1910.10872_0025,1910.10872,figure+table,discrepancy_analysis,same_type_hard,0.2335,1804.06876,1804.06876_xl_0058
l1_de_2005.07293_0026_triplet,l1_de_2005.07293_0026,2005.07293,figure+table,discrepancy_analysis,in_doc_swap,0.2024,2005.07293,
l1_de_2005.07293_0026_triplet,l1_de_2005.07293_0026,2005.07293,figure+table,discrepancy_analysis,same_type_hard,0.2172,1801.04385,1801.04385_xl_0030
l1_de_2005.07293_0027_triplet,l1_de_2005.07293_0027,2005.07293,figure+table,causal_explanation,in_doc_swap,0.2024,2005.07293,
l1_de_2005.07293_0027_triplet,l1_de_2005.07293_0027,2005.07293,figure+table,causal_explanation,same_type_hard,0.1737,2103.11320,2103.11320_xl_0143
l1_de_2005.07293_0029_triplet,l1_de_2005.07293_0029,2005.07293,figure+table,discrepancy_analysis,in_doc_swap,0.2024,2005.07293,
l1_de_2005.07293_0029_triplet,l1_de_2005.07293_0029,2005.07293,figure+table,discrepancy_analysis,same_type_hard,0.2669,2103.11320,2103.11320_xl_0143
l1_de_2103.11320_0030_triplet,l1_de_2103.11320_0030,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2698,2103.11320,
l1_de_2103.11320_0030_triplet,l1_de_2103.11320_0030,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.2537,1804.06876,1804.06876_xl_0057
l1_de_2103.11320_0031_triplet,l1_de_2103.11320_0031,2103.11320,figure+table,hypothesis_verification,in_doc_swap,0.2794,2103.11320,
l1_de_2103.11320_0031_triplet,l1_de_2103.11320_0031,2103.11320,figure+table,hypothesis_verification,same_type_hard,0.1723,1804.09301,1804.09301_xl_0062
l1_de_2103.11320_0034_triplet,l1_de_2103.11320_0034,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.338,2103.11320,
l1_de_2103.11320_0034_triplet,l1_de_2103.11320_0034,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.2028,1409.0575,1409.0575_xl_0004
l1_de_2109.03952_0036_triplet,l1_de_2109.03952_0036,2109.03952,figure+table,causal_explanation,in_doc_swap,0.3043,2109.03952,
l1_de_2109.03952_0036_triplet,l1_de_2109.03952_0036,2109.03952,figure+table,causal_explanation,same_type_hard,0.202,1409.0575,1409.0575_xl_0003
l1_de_2109.03952_0037_triplet,l1_de_2109.03952_0037,2109.03952,figure+table,discrepancy_analysis,in_doc_swap,0.2017,2109.03952,
l1_de_2109.03952_0037_triplet,l1_de_2109.03952_0037,2109.03952,figure+table,discrepancy_analysis,same_type_hard,0.2649,1804.06876,1804.06876_xl_0057
l1_de_1804.09301_0038_triplet,l1_de_1804.09301_0038,1804.09301,figure+table,causal_explanation,in_doc_swap,0.1849,1804.09301,
l1_de_1804.09301_0038_triplet,l1_de_1804.09301_0038,1804.09301,figure+table,causal_explanation,same_type_hard,0.2582,2109.03952,2109.03952_xl_0161
l1_de_1804.09301_0039_triplet,l1_de_1804.09301_0039,1804.09301,figure+table,discrepancy_analysis,in_doc_swap,0.1849,1804.09301,
l1_de_1804.09301_0039_triplet,l1_de_1804.09301_0039,1804.09301,figure+table,discrepancy_analysis,same_type_hard,0.1748,1910.10872,1910.10872_xl_0104
l1_de_2109.03952_0040_triplet,l1_de_2109.03952_0040,2109.03952,figure+table,causal_explanation,in_doc_swap,0.3363,2109.03952,
l1_de_2109.03952_0040_triplet,l1_de_2109.03952_0040,2109.03952,figure+table,causal_explanation,same_type_hard,0.2582,1804.09301,1804.09301_xl_0062
l1_de_2109.03952_0041_triplet,l1_de_2109.03952_0041,2109.03952,figure+table,discrepancy_analysis,in_doc_swap,0.2017,2109.03952,
l1_de_2109.03952_0041_triplet,l1_de_2109.03952_0041,2109.03952,figure+table,discrepancy_analysis,same_type_hard,0.2552,1810.08683,1810.08683_xl_0082
l1_de_1804.06876_0043_triplet,l1_de_1804.06876_0043,1804.06876,figure+table,hypothesis_verification,in_doc_swap,0.126,1804.06876,
l1_de_1804.06876_0043_triplet,l1_de_1804.06876_0043,1804.06876,figure+table,hypothesis_verification,same_type_hard,0.1596,2103.11320,2103.11320_xl_0126
l1_de_1809.02208_0044_triplet,l1_de_1809.02208_0044,1809.02208,figure+table,causal_explanation,in_doc_swap,0.1935,1809.02208,
l1_de_1809.02208_0044_triplet,l1_de_1809.02208_0044,1809.02208,figure+table,causal_explanation,same_type_hard,0.1812,1707.09457,1707.09457_xl_0028
l1_de_1809.02208_0045_triplet,l1_de_1809.02208_0045,1809.02208,figure+table,discrepancy_analysis,in_doc_swap,0.1935,1809.02208,
l1_de_1809.02208_0045_triplet,l1_de_1809.02208_0045,1809.02208,figure+table,discrepancy_analysis,same_type_hard,0.2053,1707.09457,1707.09457_xl_0027
l1_de_1409.0575_0046_triplet,l1_de_1409.0575_0046,1409.0575,figure+table,causal_explanation,in_doc_swap,0.1798,1409.0575,
l1_de_1409.0575_0046_triplet,l1_de_1409.0575_0046,1409.0575,figure+table,causal_explanation,same_type_hard,0.2713,1903.08136,1903.08136_xl_0088
l1_de_1409.0575_0047_triplet,l1_de_1409.0575_0047,1409.0575,figure+table,discrepancy_analysis,in_doc_swap,0.1798,1409.0575,
l1_de_1409.0575_0047_triplet,l1_de_1409.0575_0047,1409.0575,figure+table,discrepancy_analysis,same_type_hard,0.262,1903.08136,1903.08136_xl_0088
l1_de_1603.07025_0048_triplet,l1_de_1603.07025_0048,1603.07025,figure+table,discrepancy_analysis,in_doc_swap,0.25,1603.07025,
l1_de_1603.07025_0048_triplet,l1_de_1603.07025_0048,1603.07025,figure+table,discrepancy_analysis,same_type_hard,0.1559,1809.02208,1809.02208_xl_0069
l1_de_2005.07293_0050_triplet,l1_de_2005.07293_0050,2005.07293,figure+table,causal_explanation,in_doc_swap,0.519,2005.07293,
l1_de_2005.07293_0050_triplet,l1_de_2005.07293_0050,2005.07293,figure+table,causal_explanation,same_type_hard,0.2407,1409.0575,1409.0575_xl_0005
l1_de_2005.07293_0051_triplet,l1_de_2005.07293_0051,2005.07293,figure+table,discrepancy_analysis,in_doc_swap,0.519,2005.07293,
l1_de_2005.07293_0051_triplet,l1_de_2005.07293_0051,2005.07293,figure+table,discrepancy_analysis,same_type_hard,0.212,2103.11320,2103.11320_xl_0126
l1_de_2005.07293_0052_triplet,l1_de_2005.07293_0052,2005.07293,figure+table,discrepancy_analysis,in_doc_swap,0.1613,2005.07293,
l1_de_2005.07293_0052_triplet,l1_de_2005.07293_0052,2005.07293,figure+table,discrepancy_analysis,same_type_hard,0.1916,1809.02208,1809.02208_xl_0069
l1_de_1409.0575_0056_triplet,l1_de_1409.0575_0056,1409.0575,figure+table,causal_explanation,in_doc_swap,0.1967,1409.0575,
l1_de_1409.0575_0056_triplet,l1_de_1409.0575_0056,1409.0575,figure+table,causal_explanation,same_type_hard,0.2562,1602.05352,1602.05352_xl_0007
l1_de_1409.0575_0057_triplet,l1_de_1409.0575_0057,1409.0575,figure+table,discrepancy_analysis,in_doc_swap,0.1776,1409.0575,
l1_de_1409.0575_0057_triplet,l1_de_1409.0575_0057,1409.0575,figure+table,discrepancy_analysis,same_type_hard,0.2384,1910.10872,1910.10872_xl_0101
l1_de_1611.07438_0059_triplet,l1_de_1611.07438_0059,1611.07438,figure+table,hypothesis_verification,in_doc_swap,0.2235,1611.07438,
l1_de_1611.07438_0059_triplet,l1_de_1611.07438_0059,1611.07438,figure+table,hypothesis_verification,same_type_hard,0.1634,2103.11320,2103.11320_xl_0126
l1_de_1904.03035_0060_triplet,l1_de_1904.03035_0060,1904.03035,figure+table,causal_explanation,in_doc_swap,0.1977,1904.03035,
l1_de_1904.03035_0060_triplet,l1_de_1904.03035_0060,1904.03035,figure+table,causal_explanation,same_type_hard,0.2202,1910.10872,1910.10872_xl_0106
l1_de_1904.03035_0061_triplet,l1_de_1904.03035_0061,1904.03035,figure+table,discrepancy_analysis,in_doc_swap,0.4301,1904.03035,
l1_de_1904.03035_0061_triplet,l1_de_1904.03035_0061,1904.03035,figure+table,discrepancy_analysis,same_type_hard,0.1938,2103.11320,2103.11320_xl_0135
l1_de_2109.03952_0062_triplet,l1_de_2109.03952_0062,2109.03952,figure+table,causal_explanation,in_doc_swap,0.3363,2109.03952,
l1_de_2109.03952_0062_triplet,l1_de_2109.03952_0062,2109.03952,figure+table,causal_explanation,same_type_hard,0.2016,1810.08683,1810.08683_xl_0082
l1_de_2109.03952_0063_triplet,l1_de_2109.03952_0063,2109.03952,figure+table,discrepancy_analysis,in_doc_swap,0.2017,2109.03952,
l1_de_2109.03952_0063_triplet,l1_de_2109.03952_0063,2109.03952,figure+table,discrepancy_analysis,same_type_hard,0.2065,1910.10872,1910.10872_xl_0104
l1_de_2005.07293_0064_triplet,l1_de_2005.07293_0064,2005.07293,figure+table,discrepancy_analysis,in_doc_swap,0.3626,2005.07293,
l1_de_2005.07293_0064_triplet,l1_de_2005.07293_0064,2005.07293,figure+table,discrepancy_analysis,same_type_hard,0.1981,1808.08166,1808.08166_xl_0067
l1_de_2005.07293_0065_triplet,l1_de_2005.07293_0065,2005.07293,figure+table,hypothesis_verification,in_doc_swap,0.3085,2005.07293,
l1_de_2005.07293_0065_triplet,l1_de_2005.07293_0065,2005.07293,figure+table,hypothesis_verification,same_type_hard,0.1967,1707.09457,1707.09457_xl_0028
l1_de_2005.07293_0066_triplet,l1_de_2005.07293_0066,2005.07293,figure+table,discrepancy_analysis,in_doc_swap,0.1667,2005.07293,
l1_de_2005.07293_0066_triplet,l1_de_2005.07293_0066,2005.07293,figure+table,discrepancy_analysis,same_type_hard,0.1583,1905.10674,1905.10674_xl_0094
l1_de_2005.07293_0067_triplet,l1_de_2005.07293_0067,2005.07293,figure+table,hypothesis_verification,in_doc_swap,0.1613,2005.07293,
l1_de_2005.07293_0067_triplet,l1_de_2005.07293_0067,2005.07293,figure+table,hypothesis_verification,same_type_hard,0.1806,1808.08166,1808.08166_xl_0067
l1_de_2103.11320_0070_triplet,l1_de_2103.11320_0070,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.4182,2103.11320,
l1_de_2103.11320_0070_triplet,l1_de_2103.11320_0070,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.2226,1804.09301,1804.09301_xl_0059
l1_de_2103.11320_0071_triplet,l1_de_2103.11320_0071,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2115,2103.11320,
l1_de_2103.11320_0071_triplet,l1_de_2103.11320_0071,2103.11320,figure+table,causal_explanation,same_type_hard,0.2574,1905.10674,1905.10674_xl_0093
l1_de_2103.11320_0072_triplet,l1_de_2103.11320_0072,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2333,2103.11320,
l1_de_2103.11320_0072_triplet,l1_de_2103.11320_0072,2103.11320,figure+table,causal_explanation,same_type_hard,0.206,1804.09301,1804.09301_xl_0060
l1_de_2103.11320_0073_triplet,l1_de_2103.11320_0073,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2115,2103.11320,
l1_de_2103.11320_0073_triplet,l1_de_2103.11320_0073,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.2669,2005.07293,2005.07293_xl_0123
l1_de_1611.07509_0074_triplet,l1_de_1611.07509_0074,1611.07509,figure+table,causal_explanation,in_doc_swap,0.1026,1611.07509,
l1_de_1611.07509_0074_triplet,l1_de_1611.07509_0074,1611.07509,figure+table,causal_explanation,same_type_hard,0.2174,1902.03519,1902.03519_xl_0084
l1_de_1611.07509_0075_triplet,l1_de_1611.07509_0075,1611.07509,figure+table,discrepancy_analysis,in_doc_swap,0.1635,1611.07509,
l1_de_1611.07509_0075_triplet,l1_de_1611.07509_0075,1611.07509,figure+table,discrepancy_analysis,same_type_hard,0.1786,2103.11320,2103.11320_xl_0135
l1_de_1901.10436_0076_triplet,l1_de_1901.10436_0076,1901.10436,figure+table,causal_explanation,in_doc_swap,0.2316,1901.10436,
l1_de_1901.10436_0076_triplet,l1_de_1901.10436_0076,1901.10436,figure+table,causal_explanation,same_type_hard,0.2111,1707.09457,1707.09457_xl_0028
l1_de_1801.04385_0079_triplet,l1_de_1801.04385_0079,1801.04385,figure+table,discrepancy_analysis,in_doc_swap,0.3587,1801.04385,
l1_de_1801.04385_0079_triplet,l1_de_1801.04385_0079,1801.04385,figure+table,discrepancy_analysis,same_type_hard,0.1994,2005.07293,2005.07293_xl_0111
l1_de_1602.05352_0080_triplet,l1_de_1602.05352_0080,1602.05352,figure+table,causal_explanation,in_doc_swap,0.1209,1602.05352,
l1_de_1602.05352_0080_triplet,l1_de_1602.05352_0080,1602.05352,figure+table,causal_explanation,same_type_hard,0.2559,1809.10083,1809.10083_xl_0076
l1_de_1602.05352_0082_triplet,l1_de_1602.05352_0082,1602.05352,figure+table,causal_explanation,in_doc_swap,0.2706,1602.05352,
l1_de_1602.05352_0082_triplet,l1_de_1602.05352_0082,1602.05352,figure+table,causal_explanation,same_type_hard,0.2562,1409.0575,1409.0575_xl_0005
l1_de_1602.05352_0083_triplet,l1_de_1602.05352_0083,1602.05352,figure+table,hypothesis_verification,in_doc_swap,0.2706,1602.05352,
l1_de_1602.05352_0083_triplet,l1_de_1602.05352_0083,1602.05352,figure+table,hypothesis_verification,same_type_hard,0.1543,1903.10561,1903.10561_xl_0089
l1_de_1707.09457_0084_triplet,l1_de_1707.09457_0084,1707.09457,figure+table,causal_explanation,in_doc_swap,0.3529,1707.09457,
l1_de_1707.09457_0084_triplet,l1_de_1707.09457_0084,1707.09457,figure+table,causal_explanation,same_type_hard,0.2174,1910.10872,1910.10872_xl_0106
l1_de_1707.09457_0085_triplet,l1_de_1707.09457_0085,1707.09457,figure+table,discrepancy_analysis,in_doc_swap,0.4375,1707.09457,
l1_de_1707.09457_0085_triplet,l1_de_1707.09457_0085,1707.09457,figure+table,discrepancy_analysis,same_type_hard,0.2347,1804.06876,1804.06876_xl_0058
l1_de_1707.09457_0086_triplet,l1_de_1707.09457_0086,1707.09457,figure+table,causal_explanation,in_doc_swap,0.5714,1707.09457,
l1_de_1707.09457_0086_triplet,l1_de_1707.09457_0086,1707.09457,figure+table,causal_explanation,same_type_hard,0.2376,1409.0575,1409.0575_xl_0003
l1_de_1707.09457_0087_triplet,l1_de_1707.09457_0087,1707.09457,figure+table,discrepancy_analysis,in_doc_swap,0.6923,1707.09457,
l1_de_1707.09457_0087_triplet,l1_de_1707.09457_0087,1707.09457,figure+table,discrepancy_analysis,same_type_hard,0.2374,1801.04385,1801.04385_xl_0032
l1_de_1707.09457_0088_triplet,l1_de_1707.09457_0088,1707.09457,figure+table,causal_explanation,in_doc_swap,0.5714,1707.09457,
l1_de_1707.09457_0088_triplet,l1_de_1707.09457_0088,1707.09457,figure+table,causal_explanation,same_type_hard,0.2379,1804.06876,1804.06876_xl_0058
l1_de_1707.09457_0089_triplet,l1_de_1707.09457_0089,1707.09457,figure+table,discrepancy_analysis,in_doc_swap,0.5714,1707.09457,
l1_de_1707.09457_0089_triplet,l1_de_1707.09457_0089,1707.09457,figure+table,discrepancy_analysis,same_type_hard,0.243,1804.06876,1804.06876_xl_0057
l1_de_2103.11320_0090_triplet,l1_de_2103.11320_0090,2103.11320,figure+table,hypothesis_verification,in_doc_swap,0.2471,2103.11320,
l1_de_2103.11320_0090_triplet,l1_de_2103.11320_0090,2103.11320,figure+table,hypothesis_verification,same_type_hard,0.1876,1809.02208,1809.02208_xl_0072
l1_de_2103.11320_0091_triplet,l1_de_2103.11320_0091,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2471,2103.11320,
l1_de_2103.11320_0091_triplet,l1_de_2103.11320_0091,2103.11320,figure+table,causal_explanation,same_type_hard,0.2055,1804.09301,1804.09301_xl_0062
l1_de_2103.11320_0092_triplet,l1_de_2103.11320_0092,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2471,2103.11320,
l1_de_2103.11320_0092_triplet,l1_de_2103.11320_0092,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.2185,1804.06876,1804.06876_xl_0057
l1_de_2103.11320_0093_triplet,l1_de_2103.11320_0093,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2333,2103.11320,
l1_de_2103.11320_0093_triplet,l1_de_2103.11320_0093,2103.11320,figure+table,causal_explanation,same_type_hard,0.2179,1910.10872,1910.10872_xl_0102
l1_de_1801.04385_0094_triplet,l1_de_1801.04385_0094,1801.04385,figure+table,causal_explanation,in_doc_swap,0.1205,1801.04385,
l1_de_1801.04385_0094_triplet,l1_de_1801.04385_0094,1801.04385,figure+table,causal_explanation,same_type_hard,0.2058,2103.11320,2103.11320_xl_0143
l1_de_1801.04385_0095_triplet,l1_de_1801.04385_0095,1801.04385,figure+table,discrepancy_analysis,in_doc_swap,0.3587,1801.04385,
l1_de_1801.04385_0095_triplet,l1_de_1801.04385_0095,1801.04385,figure+table,discrepancy_analysis,same_type_hard,0.2172,2005.07293,2005.07293_xl_0112
l1_de_1801.04385_0096_triplet,l1_de_1801.04385_0096,1801.04385,figure+table,causal_explanation,in_doc_swap,0.3302,1801.04385,
l1_de_1801.04385_0096_triplet,l1_de_1801.04385_0096,1801.04385,figure+table,causal_explanation,same_type_hard,0.2164,1804.06876,1804.06876_xl_0058
l1_de_1801.04385_0097_triplet,l1_de_1801.04385_0097,1801.04385,figure+table,hypothesis_verification,in_doc_swap,0.3302,1801.04385,
l1_de_1801.04385_0097_triplet,l1_de_1801.04385_0097,1801.04385,figure+table,hypothesis_verification,same_type_hard,0.1635,1808.08166,1808.08166_xl_0067
l1_de_2103.11320_0098_triplet,l1_de_2103.11320_0098,2103.11320,figure+table,causal_explanation,in_doc_swap,0.4,2103.11320,
l1_de_2103.11320_0098_triplet,l1_de_2103.11320_0098,2103.11320,figure+table,causal_explanation,same_type_hard,0.2105,1910.10872,1910.10872_xl_0103
l1_de_2103.11320_0100_triplet,l1_de_2103.11320_0100,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2066,2103.11320,
l1_de_2103.11320_0100_triplet,l1_de_2103.11320_0100,2103.11320,figure+table,causal_explanation,same_type_hard,0.1755,1903.10561,1903.10561_xl_0089
l1_de_2103.11320_0101_triplet,l1_de_2103.11320_0101,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2222,2103.11320,
l1_de_2103.11320_0101_triplet,l1_de_2103.11320_0101,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.1778,1910.10872,1910.10872_xl_0102
l1_de_2103.11320_0102_triplet,l1_de_2103.11320_0102,2103.11320,figure+table,causal_explanation,in_doc_swap,0.2,2103.11320,
l1_de_2103.11320_0102_triplet,l1_de_2103.11320_0102,2103.11320,figure+table,causal_explanation,same_type_hard,0.1776,2109.03952,2109.03952_xl_0158
l1_de_2103.11320_0103_triplet,l1_de_2103.11320_0103,2103.11320,figure+table,discrepancy_analysis,in_doc_swap,0.2,2103.11320,
l1_de_2103.11320_0103_triplet,l1_de_2103.11320_0103,2103.11320,figure+table,discrepancy_analysis,same_type_hard,0.2089,1905.10674,1905.10674_xl_0093
l1_de_1804.06876_0105_triplet,l1_de_1804.06876_0105,1804.06876,figure+table,discrepancy_analysis,in_doc_swap,0.101,1804.06876,
l1_de_1804.06876_0105_triplet,l1_de_1804.06876_0105,1804.06876,figure+table,discrepancy_analysis,same_type_hard,0.2649,2109.03952,2109.03952_xl_0159
l1_de_1809.02208_0106_triplet,l1_de_1809.02208_0106,1809.02208,figure+table,hypothesis_verification,in_doc_swap,0.2574,1809.02208,
l1_de_1809.02208_0106_triplet,l1_de_1809.02208_0106,1809.02208,figure+table,hypothesis_verification,same_type_hard,0.1876,2103.11320,2103.11320_xl_0125
l1_de_1809.02208_0107_triplet,l1_de_1809.02208_0107,1809.02208,figure+table,causal_explanation,in_doc_swap,0.1818,1809.02208,
l1_de_1809.02208_0107_triplet,l1_de_1809.02208_0107,1809.02208,figure+table,causal_explanation,same_type_hard,0.1872,1910.10872,1910.10872_xl_0101
l1_de_1809.02208_0108_triplet,l1_de_1809.02208_0108,1809.02208,figure+table,causal_explanation,in_doc_swap,0.1298,1809.02208,
